Day,Weekday,🌼 Good Habit Tracking,Effectiveness,📛 Bad Habit Tracking,Productivity,Morning Exercise,Evaluation After Each Task,Meditation,Reading,Code Practice,Night Exercise,Night Reflection,Personal Project,Wake Up Time,Sleep Time,Nap Hours,Total Sleep Hours,Browsing Social Media Times,"Eating Quality (1 - poor, 5 - good)",💰 Money Spend,Good parts - achievement,Week,Date,Good Habit Tracking Calculation,Assumptions To Chellenge,Finished Todos (Fixed Number),Habit,Today Todos,Bad parts - to Improve,Total Todos,Weight,Effectiveness Ref,Finished Todos Rollup (Changes over time),Sleep Quality
Jun 16,Wednesday,░░░░░░ 63%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,Yes,Yes,Yes,No,8.5,2,,6.5,,,80,,Week 24 (https://www.notion.so/Week-24-23ed459eca5940edb36d427043897241?pvs=21),"June 16, 2021",0.625,Have to nap during afternoon and cannot do anything productive?,0.8,Write reflection and evaluation notes after each activity.,,,,,,,
Jun 15,Tuesday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7.5,1.75,,5.75,,,40,,Week 24 (https://www.notion.so/Week-24-23ed459eca5940edb36d427043897241?pvs=21),"June 15, 2021",0.75,Have to nap during afternoon and cannot do anything productive?,,Write reflection and evaluation notes after each activity.,,,,,,,
Jun 14,Monday,░░░░░░ 63%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,No,No,6.5,1.75,,4.75,,,,,Week 24 (https://www.notion.so/Week-24-23ed459eca5940edb36d427043897241?pvs=21),"June 14, 2021",0.625,Have to nap during afternoon and cannot do anything productive?,,Write reflection and evaluation notes after each activity.,,Over spent time on problems that I cannot resolve,,,,,
Jun 13,Sunday,░░░░░░░ 75%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,Yes,Yes,Yes,Yes,8.75,1.75,,7,,,58,,Week 23 (https://www.notion.so/Week-23-302954862f1c4725bc7b59c3f8e5dfc6?pvs=21),"June 13, 2021",0.75,I am not able to product good work when I don't have a good mood?,,Daily reflection notes (morning and night),,,,,,,
Jun 12,Saturday,░░░░░░░ 75%," 0%",🔵🔵⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,Yes,Yes,Yes,Yes,9,1.5,,7.5,,,64,,Week 23 (https://www.notion.so/Week-23-302954862f1c4725bc7b59c3f8e5dfc6?pvs=21),"June 12, 2021",0.75,I am not able to product good work when I don't have a good mood?,,Daily reflection notes (morning and night),,,,,,,
Jun 11,Friday,░░░░░░ 63%," 0%",⚪️⚪️🟢 ⚪️🟣⚫️⚫️🔴,❌ Not Productive,No,No,Yes,Yes,Yes,No,Yes,Yes,7.5,3,3,7.5,,2,180,,Week 23 (https://www.notion.so/Week-23-302954862f1c4725bc7b59c3f8e5dfc6?pvs=21),"June 11, 2021",0.625,I am not able to product good work when I don't have a good mood?,0.5,Daily reflection notes (morning and night),,,,,,,
Jun 10,Thursday,░░░░░░ 63%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,No,Yes,No,6.5,1.5,,5,,,48.5,"Zone day, write quire comfortable code.",Week 23 (https://www.notion.so/Week-23-302954862f1c4725bc7b59c3f8e5dfc6?pvs=21),"June 10, 2021",0.625,I am not able to product good work when I don't have a good mood?,1,Daily reflection notes (morning and night),,,,,,,
Jun 9,Wednesday,░░░░░░░░ 88%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.5,1.25,2.5,7.75,3,,52,,Week 23 (https://www.notion.so/Week-23-302954862f1c4725bc7b59c3f8e5dfc6?pvs=21),"June 9, 2021",0.875,I am not able to product good work when I don't have a good mood?,0.7,Daily reflection notes (morning and night),,"Stop immediately when I realised there are something wrong and I cannot figure out. ",,,,,
Jun 8,Tuesday,░░░░░░░░ 88%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.5,1.25,1,6.25,,,61.6,,Week 23 (https://www.notion.so/Week-23-302954862f1c4725bc7b59c3f8e5dfc6?pvs=21),"June 8, 2021",0.875,I am not able to product good work when I don't have a good mood?,0.95,Daily reflection notes (morning and night),,,,,,,
Jun 7,Monday,░░░░░░░░ 88%," 0%",⚪️⚪️⚪️⚪️🟣⚪️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.5,1,1.75,7.25,,3.8,3.6,Continued arrayPlaygroundProject,Week 23 (https://www.notion.so/Week-23-302954862f1c4725bc7b59c3f8e5dfc6?pvs=21),"June 7, 2021",0.875,I am not able to product good work when I don't have a good mood?,0.9,Daily reflection notes (morning and night),,,,109.3,,,
Jun 6,Sunday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,No,Yes,Yes,8,2,,6,,,73,Started to learn Raspberry Pi Hardware,Week 22 (https://www.notion.so/Week-22-2acad3fa37324377a28964a86ec3ff27?pvs=21),"June 6, 2021",0.75,"What do I really need, when I don't feels want to do anything?",0.9,Drink water and review progress after each session.,,,,109,,,
Jun 5,Saturday," 0%"," 0%",🔵🔵🟢 🟤🟣⚫️⚫️🔴,🔥 Very Productive,No,No,No,No,No,No,No,No,11,2.5,2,10.5,7,3,50,,Week 22 (https://www.notion.so/Week-22-2acad3fa37324377a28964a86ec3ff27?pvs=21),"June 5, 2021",0,"What do I really need, when I don't feels want to do anything?",,Drink water and review progress after each session.,,,,,,,
Jun 4,Friday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,❌ Not Productive,Yes,No,Yes,No,No,No,No,No,7.5,1.5,,6,,,50,,Week 22 (https://www.notion.so/Week-22-2acad3fa37324377a28964a86ec3ff27?pvs=21),"June 4, 2021",0.25,"What do I really need, when I don't feels want to do anything?",,Drink water and review progress after each session.,,,,109.5,,,
Jun 3,Thursday,░░ 25%," 0%",⚪️⚪️🟢 🟤🟣⚫️⚪️🔴,🚀 Productive,No,No,Yes,No,Yes,No,No,No,8,1.5,1.5,8,7,3,70,,Week 22 (https://www.notion.so/Week-22-2acad3fa37324377a28964a86ec3ff27?pvs=21),"June 3, 2021",0.25,"What do I really need, when I don't feels want to do anything?",,Drink water and review progress after each session.,,,,,,,
Jun 2,Wednesday,░ 13%," 0%",⚪️⚪️🟢 🟤⚪️⚫️⚪️⚪️,❌ Not Productive,Yes,No,No,No,No,No,No,No,7.25,1.5,,5.75,7,3,,,Week 22 (https://www.notion.so/Week-22-2acad3fa37324377a28964a86ec3ff27?pvs=21),"June 2, 2021",0.125,"What do I really need, when I don't feels want to do anything?",,Drink water and review progress after each session.,,,,108,,,
Jun 1,Tuesday,░░░ 38%," 0%",⚪️⚪️🟢 ⚪️🟣⚫️⚪️🔴,🚀 Productive,No,No,Yes,Yes,Yes,No,No,No,7.5,1.5,0.75,6.75,,3,46,,Week 22 (https://www.notion.so/Week-22-2acad3fa37324377a28964a86ec3ff27?pvs=21),"June 1, 2021",0.375,"What do I really need, when I don't feels want to do anything?",0.7,Drink water and review progress after each session.,,,,108.8,,,
May 31,Monday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,Yes,Yes,No,No,8,1.5,,6.5,,,,,Week 22 (https://www.notion.so/Week-22-2acad3fa37324377a28964a86ec3ff27?pvs=21),"May 31, 2021",0.5,"What do I really need, when I don't feels want to do anything?",,Drink water and review progress after each session.,,,,,,,
May 30,Sunday,░ 13%," 0%",⚪️⚪️🟢 ⚪️⚪️⚫️⚪️🔴,🚀 Productive,No,No,Yes,No,No,No,No,No,7.5,1.75,,5.75,3,3,55,,Week 21 (https://www.notion.so/Week-21-ea58af19e3ed43d89acab42be5e777fa?pvs=21),"May 30, 2021",0.125,I am not able to start fast when I am not in the mood?,0.5,"Record time for each activity session. Drink water and review progress for each session. ",,,,108.6,,,
May 29,Saturday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,🔥 Very Productive,No,No,Yes,Yes,No,No,No,No,,,,0,,,70,,Week 21 (https://www.notion.so/Week-21-ea58af19e3ed43d89acab42be5e777fa?pvs=21),"May 29, 2021",0.25,I am not able to start fast when I am not in the mood?,0.8,"Record time for each activity session. Drink water and review progress for each session. ",,,,,,,
May 28,Friday,░ 13%," 0%",🔵🔵⚪️⚪️🟣⚪️⚪️🔴,❌ Not Productive,No,No,Yes,No,No,No,No,No,9.5,10.5,2.5,13.5,,,42,,Week 21 (https://www.notion.so/Week-21-ea58af19e3ed43d89acab42be5e777fa?pvs=21),"May 28, 2021",0.125,I am not able to start fast when I am not in the mood?,,"Record time for each activity session. Drink water and review progress for each session. ",,"Self control, when don’t want to work, don’t waste my time.",,,,,
May 27,Thursday,░░░ 38%," 0%",⚪️⚪️🟢 ⚪️🟣⚫️⚪️🔴,❌ Not Productive,No,No,Yes,Yes,Yes,No,No,No,7,1.5,2,7.5,,3,60,,Week 21 (https://www.notion.so/Week-21-ea58af19e3ed43d89acab42be5e777fa?pvs=21),"May 27, 2021",0.375,I am not able to start fast when I am not in the mood?,,"Record time for each activity session. Drink water and review progress for each session. ",,,,109.4,,,
May 26,Wednesday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🧭 Reset Day,Yes,No,Yes,No,No,No,No,No,6.5,1.5,,5,,,,,Week 21 (https://www.notion.so/Week-21-ea58af19e3ed43d89acab42be5e777fa?pvs=21),"May 26, 2021",0.25,I am not able to start fast when I am not in the mood?,,"Record time for each activity session. Drink water and review progress for each session. ",,,,,,,
May 25,Tuesday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,No,Yes,No,No,Yes,8,1.25,,6.75,,,,,Week 21 (https://www.notion.so/Week-21-ea58af19e3ed43d89acab42be5e777fa?pvs=21),"May 25, 2021",0.5,I am not able to start fast when I am not in the mood?,,"Record time for each activity session. Drink water and review progress for each session. ",,,,108.6,,,
May 24,Monday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,Yes,No,Yes,6.55,1.55,,5,,3.5,16,,Week 21 (https://www.notion.so/Week-21-ea58af19e3ed43d89acab42be5e777fa?pvs=21),"May 24, 2021",0.75,I am not able to start fast when I am not in the mood?,0.9,"Record time for each activity session. Drink water and review progress for each session. ",,,,108.2,,,
May 23,Sunday,░░░░░░ 63%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,No,No,Yes,8,1.25,,6.75,,,137,Successfully retrieve data from notion.,Week 20 (https://www.notion.so/Week-20-87a3a1468f444ed5ab58da6115753d62?pvs=21),"May 23, 2021",0.625,Do I must relax with low productivity activities?,0.9,"Record time for each activity session. Drink water and review progress for each session. ",,,,107.8,,,
May 22,Saturday,░░░░░ 50%," 0%",🔵🔵⚪️⚪️⚪️⚫️⚪️🔴,🚀 Productive,No,No,Yes,Yes,Yes,No,No,Yes,10,1.5,,8.5,,,64,"New ideas generated. ",Week 20 (https://www.notion.so/Week-20-87a3a1468f444ed5ab58da6115753d62?pvs=21),"May 22, 2021",0.5,Do I must relax with low productivity activities?,0.9,"Record time for each activity session. Drink water and review progress for each session. ",,,,108.8,,,
May 21,Friday,░░░░░░ 63%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,No,No,Yes,6.5,1.5,,5,,,70,Enabled first Notion API,Week 20 (https://www.notion.so/Week-20-87a3a1468f444ed5ab58da6115753d62?pvs=21),"May 21, 2021",0.625,Do I must relax with low productivity activities?,0.7,"Record time for each activity session. Drink water and review progress for each session. ",,,,107.5,,,
May 20,Thursday,░░░░░░ 63%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,No,No,Yes,8.25,1.5,,6.75,,,53,"First node.js API, now can pass some data from front end to server.",Week 20 (https://www.notion.so/Week-20-87a3a1468f444ed5ab58da6115753d62?pvs=21),"May 20, 2021",0.625,Do I must relax with low productivity activities?,0.7,"Record time for each activity session. Drink water and review progress for each session. ",,Kickstart project while I am not in the mood yet,,107.6,,,
May 19,Wednesday,░░░░░░░ 75%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,No,Yes,8.25,1.25,,7,,,55,,Week 20 (https://www.notion.so/Week-20-87a3a1468f444ed5ab58da6115753d62?pvs=21),"May 19, 2021",0.75,Do I must relax with low productivity activities?,,"Record time for each activity session. Drink water and review progress for each session. ",,,,107.4,,,
May 18,Tuesday,░░░░░░ 63%," 0%",⚪️⚪️🟢 ⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,No,No,Yes,6.75,1.25,,5.5,,3,0,"Set up timor project, a time tracker and project management tool",Week 20 (https://www.notion.so/Week-20-87a3a1468f444ed5ab58da6115753d62?pvs=21),"May 18, 2021",0.625,Do I must relax with low productivity activities?,0.9,"Record time for each activity session. Drink water and review progress for each session. ",,Efficiency of using my time,,107.7,,,
May 17,Monday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,No,Yes,No,No,5.6,12.6,,5,4,3.5,61,,Week 20 (https://www.notion.so/Week-20-87a3a1468f444ed5ab58da6115753d62?pvs=21),"May 17, 2021",0.5,Do I must relax with low productivity activities?,0.9,"Record time for each activity session. Drink water and review progress for each session. ",,,,107.9,,,
May 16,Sunday,░░░ 38%," 0%",🔵🔵🟢 ⚪️🟣⚫️⚪️🔴,🚀 Productive,No,No,No,Yes,Yes,No,Yes,No,9,1.5,1.5,9,4,3,86,"Learned important lesson from vue.js, ref and reactive file should be outside of function ...",Week 19 (https://www.notion.so/Week-19-59531e062c714ff1808741ad0f2b2c09?pvs=21),"May 16, 2021",0.375,Do I must relax with low productivity activities?,0.8,Drink water and write documentation after each focus session ends.,,,,107.1,,,
May 15,Saturday,░░░ 38%," 0%",🔵🔵⚪️⚪️⚪️⚫️⚫️🔴,🔥 Very Productive,No,No,No,Yes,Yes,No,No,Yes,9,3.75,,5.25,,,,"Successfully transfer file to my Linux server, successfully created the http tunnel. ",Week 19 (https://www.notion.so/Week-19-59531e062c714ff1808741ad0f2b2c09?pvs=21),"May 15, 2021",0.375,Do I must relax with low productivity activities?,0.9,Drink water and write documentation after each focus session ends.,,"Spend less time on things I cannot figure out. ",,108.4,,,
May 14,Friday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️🔴,❌ Not Productive,No,No,Yes,No,Yes,No,No,No,8,2,,6,,,,,Week 19 (https://www.notion.so/Week-19-59531e062c714ff1808741ad0f2b2c09?pvs=21),"May 14, 2021",0.25,Do I must relax with low productivity activities?,,Drink water and write documentation after each focus session ends.,,,,,,,
May 13,Thursday,░░░ 38%," 0%",🔵🔵⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,No,No,No,No,Yes,Yes,No,Yes,10,2,,8,,,60,"Set up raspberry pi with dif system, enabled SSH for the first time. ",Week 19 (https://www.notion.so/Week-19-59531e062c714ff1808741ad0f2b2c09?pvs=21),"May 13, 2021",0.375,Do I must relax with low productivity activities?,0.7,Drink water and write documentation after each focus session ends.,,,,,,,
May 12,Wednesday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,❌ Not Productive,No,No,No,No,Yes,Yes,No,No,8,2,,6,,,300,,Week 19 (https://www.notion.so/Week-19-59531e062c714ff1808741ad0f2b2c09?pvs=21),"May 12, 2021",0.25,Do I must relax with low productivity activities?,,Drink water and write documentation after each focus session ends.,,,,,,,
May 11,Tuesday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,❌ Not Productive,Yes,No,Yes,No,No,No,No,No,5.75,10.5,,7.25,,,,,Week 19 (https://www.notion.so/Week-19-59531e062c714ff1808741ad0f2b2c09?pvs=21),"May 11, 2021",0.25,Do I must relax with low productivity activities?,,Drink water and write documentation after each focus session ends.,,,,106.9,,,
May 10,Monday,░░░░░░ 63%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,No,No,6.25,1.5,,4.75,,,70,"First redis local data base. ",Week 19 (https://www.notion.so/Week-19-59531e062c714ff1808741ad0f2b2c09?pvs=21),"May 10, 2021",0.625,Do I must relax with low productivity activities?,,Drink water and write documentation after each focus session ends.,,,,107.8,,,
May 9,Sunday,░░ 25%," 0%",🔵🔵⚪️⚪️⚪️⚫️⚫️🔴,🚀 Productive,No,No,No,Yes,Yes,No,No,No,9.5,3.5,,6,,,,,Week 18 (https://www.notion.so/Week-18-d3e87c95e03e4d0fa68925ed803d4f1e?pvs=21),"May 9, 2021",0.25,"Must I relax my brain with social media and flow type of content? ",,Morning exercise and daily talking practice.,,,,109.3,,,
May 8,Saturday,░░ 25%," 0%",🔵🔵🟢 🟤⚪️⚫️⚫️🔴,🚀 Productive,No,No,No,Yes,Yes,No,No,No,11,2.5,,8.5,10,2,62,First node.js server been uploaded to GAE,Week 18 (https://www.notion.so/Week-18-d3e87c95e03e4d0fa68925ed803d4f1e?pvs=21),"May 8, 2021",0.25,"Must I relax my brain with social media and flow type of content? ",0.4,Morning exercise and daily talking practice.,,"Control time spend on gaming, Stop immediately when I realise something is wrong",,106.7,,,
May 7,Friday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,❌ Not Productive,Yes,No,Yes,No,No,No,No,No,7.15,12,,7.15,,,,,Week 18 (https://www.notion.so/Week-18-d3e87c95e03e4d0fa68925ed803d4f1e?pvs=21),"May 7, 2021",0.25,"Must I relax my brain with social media and flow type of content? ",,Morning exercise and daily talking practice.,,,,107.4,,,
May 6,Thursday,░░░ 38%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚫️⚪️,🚀 Productive,No,No,Yes,Yes,No,Yes,No,No,7.8,3,,4.8,,,48,"Improvement on Wireframe skills. ",Week 18 (https://www.notion.so/Week-18-d3e87c95e03e4d0fa68925ed803d4f1e?pvs=21),"May 6, 2021",0.375,"Must I relax my brain with social media and flow type of content? ",0.6,Morning exercise and daily talking practice.,,Talk slow. Think slow. Work slow.,,107.1,,,
May 5,Wednesday,░░ 25%," 0%",🔵🔵🟢 🟤⚪️⚪️⚪️⚪️,💣 Burnout Day,No,No,No,No,Yes,Yes,No,No,10,12,,10,10,2,48,Good feedback on subtitling wireframe,Week 18 (https://www.notion.so/Week-18-d3e87c95e03e4d0fa68925ed803d4f1e?pvs=21),"May 5, 2021",0.25,"Must I relax my brain with social media and flow type of content? ",,Morning exercise and daily talking practice.,,"Slow down, be calm",,,,,
May 4,Tuesday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,❌ Not Productive,Yes,No,Yes,No,No,No,No,No,6,1,,5,,,,,Week 18 (https://www.notion.so/Week-18-d3e87c95e03e4d0fa68925ed803d4f1e?pvs=21),"May 4, 2021",0.25,"Must I relax my brain with social media and flow type of content? ",,Morning exercise and daily talking practice.,,,,106.7,,,
May 3,Monday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,6.2,1.7,1,5.5,5,3.4,68,New product planning model,Week 18 (https://www.notion.so/Week-18-d3e87c95e03e4d0fa68925ed803d4f1e?pvs=21),"May 3, 2021",0.75,"Must I relax my brain with social media and flow type of content? ",0.8,Morning exercise and daily talking practice.,,Time management. Be more excited about new things.,,108.4,,,
May 2,Sunday,░░░░░░ 63%," 0%",🔵🔵⚪️⚪️⚪️⚪️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,Yes,Yes,Yes,No,9.5,0.5,,9,4,3.5,30,"Learned fire base, night exercise",Week 17 (https://www.notion.so/Week-17-8311072f37f34577b27de47ef827ba8a?pvs=21),"May 2, 2021",0.625,"I am not able to control my bad habit? ",0.8,Organise notes to structured knowledge to obsidian,,"GitHub commit every time when there is some update, forget to commit again ...",,108.1,,,
May 1,Saturday,░░░░░ 50%," 0%",⚪️⚪️🟢 🟤🟣⚪️⚪️⚪️,❌ Not Productive,Yes,No,Yes,Yes,Yes,No,No,No,6.2,12.5,2.5,8.2,10,2.5,60,,Week 17 (https://www.notion.so/Week-17-8311072f37f34577b27de47ef827ba8a?pvs=21),"May 1, 2021",0.5,"I am not able to control my bad habit? ",,Organise notes to structured knowledge to obsidian,,,,107.3,,,
Apr 30,Friday,░░ 25%," 0%",⚪️⚪️⚪️🟤⚪️⚪️⚪️⚪️,🚀 Productive,Yes,No,No,No,No,Yes,No,No,7.5,1,,6.5,10,3.5,55,,Week 17 (https://www.notion.so/Week-17-8311072f37f34577b27de47ef827ba8a?pvs=21),"April 30, 2021",0.25,"I am not able to control my bad habit? ",0.5,Organise notes to structured knowledge to obsidian,,"Eating, Time spend on social media ",,108.4,,,
Apr 29,Thursday," 0%"," 0%",⚪️⚪️🟢 🟤🟣⚪️⚪️🔴,❌ Not Productive,No,No,No,No,No,No,No,No,1,8,1.5,6.5,6,2,48,,Week 17 (https://www.notion.so/Week-17-8311072f37f34577b27de47ef827ba8a?pvs=21),"April 29, 2021",0,"I am not able to control my bad habit? ",0.5,Organise notes to structured knowledge to obsidian,,"Control what I eat. ",,,,,
Apr 28,Wednesday,░ 13%," 0%",🔵⚪️🟢 ⚪️🟣⚪️⚪️⚪️,❌ Not Productive,No,No,No,No,No,Yes,No,No,8.5,1,1,8.5,,3,77,,Week 17 (https://www.notion.so/Week-17-8311072f37f34577b27de47ef827ba8a?pvs=21),"April 28, 2021",0.125,"I am not able to control my bad habit? ",,Organise notes to structured knowledge to obsidian,,,,107.7,,,
Apr 27,Tuesday,░░░░░░░ 75%," 0%",⚪️⚪️🟢 ⚪️⚪️⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,6,12.5,,5.5,,3,,,Week 17 (https://www.notion.so/Week-17-8311072f37f34577b27de47ef827ba8a?pvs=21),"April 27, 2021",0.75,"I am not able to control my bad habit? ",,Organise notes to structured knowledge to obsidian,,,,107.3,,,
Apr 26,Monday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚫️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,No,Yes,Yes,8,2.5,,5.5,4,3.5,52,POTH Dashboard 90% done,Week 17 (https://www.notion.so/Week-17-8311072f37f34577b27de47ef827ba8a?pvs=21),"April 26, 2021",0.75,"I am not able to control my bad habit? ",0.9,Organise notes to structured knowledge to obsidian,,Be more calm for my achievement,,107.9,,,
Apr 25,Sunday,░░░ 38%," 0%",🔵🔵⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,No,Yes,No,No,9.5,1.5,,8,,,44,,Week 16 (https://www.notion.so/Week-16-3f5974aff5bd4bcb8a56012bf18666f1?pvs=21),"April 25, 2021",0.375,"Am I loosing my running routine in the morning? ",,Be aware of daily checkpoints,,,,,,,
Apr 24,Saturday,░ 13%," 0%",⚪️⚪️⚪️⚪️🟣⚪️⚪️⚪️,🧭 Reset Day,No,No,No,No,No,Yes,No,No,8,1,1.5,8.5,,,87,,Week 16 (https://www.notion.so/Week-16-3f5974aff5bd4bcb8a56012bf18666f1?pvs=21),"April 24, 2021",0.125,"Am I loosing my running routine in the morning? ",,Be aware of daily checkpoints,,,,,,,
Apr 23,Friday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,No,No,No,No,No,8,1.5,,6.5,,,,,Week 16 (https://www.notion.so/Week-16-3f5974aff5bd4bcb8a56012bf18666f1?pvs=21),"April 23, 2021",0.25,"Am I loosing my running routine in the morning? ",,Be aware of daily checkpoints,,,,,,,
Apr 22,Thursday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️🔴,❌ Not Productive,No,No,Yes,No,Yes,No,No,No,8,1.5,,6.5,,,70,,Week 16 (https://www.notion.so/Week-16-3f5974aff5bd4bcb8a56012bf18666f1?pvs=21),"April 22, 2021",0.25,"Am I loosing my running routine in the morning? ",0.3,Be aware of daily checkpoints,,"Be patient and calm, Control my eating habit. ",,,,,
Apr 21,Wednesday,░░░░░░ 63%," 0%",⚪️⚪️🟢 ⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,No,No,8,1.5,1,7.5,,3,57,,Week 16 (https://www.notion.so/Week-16-3f5974aff5bd4bcb8a56012bf18666f1?pvs=21),"April 21, 2021",0.625,"Am I loosing my running routine in the morning? ",0.6,Be aware of daily checkpoints,,Be more patient when communicating with people. Be nice,,,,,
Apr 20,Tuesday,░░░░░░ 63%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,No,No,8,1,,7,,,55,,Week 16 (https://www.notion.so/Week-16-3f5974aff5bd4bcb8a56012bf18666f1?pvs=21),"April 20, 2021",0.625,"Am I loosing my running routine in the morning? ",0.5,Be aware of daily checkpoints,,Eat light. Spend less time on netflex,,,,,
Apr 19,Monday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️🟤🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,6,1.5,1.5,6,6,3.4,70,"Got good feedback about dashboard, typography pattern. ",Week 16 (https://www.notion.so/Week-16-3f5974aff5bd4bcb8a56012bf18666f1?pvs=21),"April 19, 2021",0.75,"Am I loosing my running routine in the morning? ",0.7,Be aware of daily checkpoints,,"Self project need to be restarted, control my eating habits.",,,,,
Apr 18,Sunday,░░░ 38%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚫️⚪️,🚀 Productive,Yes,No,No,Yes,Yes,No,No,No,8.25,3,,5.25,,,173.81,,Week 15 (https://www.notion.so/Week-15-03ee7c1ebc604a5d9ecf121a8ebea634?pvs=21),"April 18, 2021",0.375,"I am not able to stop and re-start smoothly as I want? ",,Be aware of daily checkpoints,,,,,,,
Apr 17,Saturday,░ 13%," 0%",⚪️⚪️🟢 🟤🟣⚫️⚫️🔴,🚀 Productive,No,No,No,No,Yes,No,No,No,8,3,2,7,7,3,55,"Some progress in HDB POTH, Feeling like before Lasalle art assignment",Week 15 (https://www.notion.so/Week-15-03ee7c1ebc604a5d9ecf121a8ebea634?pvs=21),"April 17, 2021",0.125,"I am not able to stop and re-start smoothly as I want? ",0.7,Be aware of daily checkpoints,,"Self control, especially mid-night time",,,,,
