Date,Finished Todos (Actual),Total Todos,Day Quality,Long Nap Hours,Did Not Exercise,Day Quality - Sleep Very Late,Day Quality - Sleep Late,Day Quality - Wake Up Very Late,Day Quality - Wake Up Late,Productivity,Productivity - Num,Weekday,Night Sleep Hours,Sleep Hours,Mood,Effectiveness,Exercised,Nap Hours,Sleep At,Things Learned,Wake At,Weight,Bad Decisions,Disappointments,Good Decisions,Sleep Quality,[OLD] Bad Decisions Summary,Bad Decisions Made,Calories Intake,Check-Ins,Food,Mindset Sculpting,Money Spend,Process & Archievements,Summary
"March 30, 2022",6,13,🔵🔵🟤⚪️⚫️⚪️🔴,0,1,0,1,1,1,Productive,1,Wednesday,7,7,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.4615384615,No,0,1.5,Python operation on mouse movement and mouse clicking. ,8.5,114.5,Afternoon not being productive enough.,,,Good,Bad Time Management At Night,,,,,,60,,
"March 29, 2022",7,8,⚪️⚪️🟤⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Very Productive,2,Tuesday,5,6,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,1,1.5,"Python draw lines, shapes on image, draw text with different font. Model Driven Development.",6.5,115.3,Night over eating chips. ,,,Good,Over Eating,,,,,,55,,
"March 28, 2022",7,7,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Very Productive,2,Monday,5.5,7,Readiness (https://www.notion.so/Readiness-872199dbc7a143c5ab219091db3a9ecc?pvs=21),1,Yes,1.5,1,"Python manipulating images, crop, paste, ratate, transpose. Create new images, modify pixel",6.5,114.6,Night time was not focus enough. Don’t want to start.,,,Good,Bad Time Management At Night,,,,,,40,,
"March 27, 2022",6,7,🔵⚪️⚪️🟣⚫️⚪️🔴,1,1,0,1,0,1,Very Productive,2,Sunday,6.5,8.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.8571428571,No,2,1.5,"Receiving email with IMAP, manipulating images with Pillow library. All components should have a init function, the the init function should be able to trigger by both Path change and onmounted.",8,115.4,N.a.,,,Good,None,,,,,,40,,
"March 26, 2022",8,12,🔵⚪️⚪️🟣⚫️⚪️🔴,1,1,0,1,0,1,Not Productive,-1,Saturday,6.5,8.5,"Low Motivation (https://www.notion.so/Low-Motivation-aceb829af9b44da3b551569c27dde47a?pvs=21), Distracted (https://www.notion.so/Distracted-3c8a975887d64bb19df527414b37eedc?pvs=21)",0.6666666667,No,2,1.5,Send out email with SMTP and ezgmail module,8,115.4,Time wasted. ,,,Good,Bad Time Management OA,,,,,,80,,
"March 25, 2022",5,7,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Rest Day,0,Friday,5.5,7.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7142857143,Yes,2,1,subprocess open apps on ios,6.5,115.7,Night time wasted,,,Normal,Bad Time Management At Night,,,,,,85,,
"March 24, 2022",7,8,⚪️⚪️🟤🟣⚫️⚪️⚪️,1,0,0,1,0,0,Very Productive,2,Thursday,4.5,6.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.875,Yes,2,2,Python multi thread functions. Open application with python.,6.5,116,N.a.,,,Good,None,,,,,,15,,
"March 23, 2022",6,8,🔵⚪️🟤🟣⚫️⚪️⚪️,1,0,0,1,0,1,Productive,1,Wednesday,6.5,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.75,Yes,1.5,1.5,"Python multi thread with arguments and keyword arguments. My pronunciation still need to be improved. Type out the meeting agenda, and always prepare for it.",8,115.3,Afternoon didn’t being very productive. Not concentrating on my tasks. Didn’t check my endpoint carefully.,,,Good,"Bad Time Management OA, Not being careful enough",,,,,,40,,
"March 22, 2022",9,9,🔵🔵⚪️🟣⚫️⚪️⚪️,1,0,0,1,1,1,Very Productive,2,Tuesday,6.5,8.5,Regretting (https://www.notion.so/Regretting-c3e8af08da854b11bcd786d24c045754?pvs=21),1,Yes,2,2,Do not assume everything can follow the standard. Fix problems at my end as much as possible first before rise it up?,8.5,115.5,N.a.,,,Good,None,,,,,,70,,
"March 21, 2022",7,8,⚪️⚪️🟤⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Productive,1,Monday,4.5,4.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,0,2,"Python time and datetime module, time.sleep() function",6.5,115.7,N.a.,,,Good,"Lost Opportunity, Over Eating",,,,,,150,,
"March 20, 2022",7,7,🔵🔵⚪️🟣⚫️⚪️⚪️,1,0,0,1,1,1,Very Productive,2,Sunday,6.5,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,1.5,2,Python csv and JSON operation. ,8.5,114.4,Watched netflex for too long,,,Good,Netflex,,,,,,50,,
"March 19, 2022",11,11,🔵🔵⚪️⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Very Productive,2,Saturday,7,7,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,0,1.5,"Python csv module, operate on csv file. ",8.5,114.4,N.a.,,,Good,None,,,,,,200,,
"March 18, 2022",6,8,⚪️⚪️⚪️⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Rest Day,0,Friday,6.75,6.75,"Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21), Tired (https://www.notion.so/Tired-d891dbb425b84125b71790d4d6a6bb71?pvs=21)",0.75,Yes,0,12.75,Extracting PDF content with python. ,7.5,115.3,Afternoon and night not being very productive. Spent too much time on phone.,,,Bad,"Bad Time Management At Night, Procrastination",,,,,,80,,
"March 17, 2022",7,8,🔵🔵⚪️🟣⚫️⚪️⚪️,1,0,0,1,1,1,Productive,1,Thursday,7.5,9.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.875,Yes,2,1.5,"ezsheets operation. Create new spread sheet, add / delete work sheet object, modify cells. ",9,113.7,"Afternoon getting lazy, didn’t go tennis. In the same time didn’t accomplish much on working and studying. ",,,Good,Bad Time Management At Night,,,,,,130,,
"March 16, 2022",9,9,🔵🔵🟤⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Very Productive,2,Wednesday,7,7,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,0,1.5,"Able to use ezsheets. Image doesn’t talk, human language talks. Always attach description with images.",8.5,114.6,Night watch youtube for too long.,,,Good,Bad Time Management At Night,,,,,,38,,
"March 15, 2022",7,8,⚪️⚪️🟤⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Very Productive,2,Tuesday,5,5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.875,Yes,0,1.5,"Integration with ezsheet. Communication methods : context, problem. Stay clear and focus to the topic.",6.5,114.6,Eat chips at night. ,,,Normal,Over Eating,,,,,,48,,
"March 14, 2022",9,9,⚪️⚪️🟤🟣⚪️⚪️⚪️,1,0,0,0,0,0,Very Productive,2,Monday,5.5,7,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,1.5,1,"Python ezsheets started. Browser hash mode, use hash to get value.",6.5,114.8,"Night over eating, sleep late.",,,Bad,"Over Eating, Sleep Late",,,,,,45,,
"March 13, 2022",6,7,🔵🔵🟤⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Productive,1,Sunday,8,8.75,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8571428571,Yes,0.75,2,Selenium module basics. ,10,114.3,Afternoon over eating. ,,,Normal,Over Eating,,,,,,45,,
"March 12, 2022",9,11,🔵🔵🟤⚪️⚫️⚪️🔴,0,1,0,1,1,1,Very Productive,2,Saturday,6.5,6.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8181818182,No,0,2,Python download images with recursive function call.,8.5,114,Night didn’t complete reflection first.,,,Good,None,,,,,,145,,
"March 11, 2022",7,10,🔵⚪️🟤⚪️⚫️⚫️⚪️,0,0,1,1,0,1,Productive,1,Friday,5.75,6.75,Stressful (https://www.notion.so/Stressful-6d83305f924a41d49f568e30b14d8e71?pvs=21),0.7,Yes,1,2.25,Python open search results in new tabs. Communication becomes my biggest issue.,8,114.2,Afternoon didn’t work much. Night time also wasted,,,Good,Bad Time Management At Night,,,,,,40,,
"March 10, 2022",8,9,⚪️⚪️🟤⚪️⚫️⚪️🔴,0,1,0,1,0,0,Productive,1,Thursday,6.25,7,Stressful (https://www.notion.so/Stressful-6d83305f924a41d49f568e30b14d8e71?pvs=21),0.8888888889,No,0.75,1.25,Firebase deployment. Sample web scraper with requests and bs4. ,7.5,115,Night over eating chips.,,,Normal,Over Eating,,,,,,250,,
"March 9, 2022",2,7,⚪️⚪️🟤⚪️⚪️⚪️🔴,0,1,0,0,0,0,Productive,1,Wednesday,6,7,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.2857142857,No,1,12.5,Hubspot creating and embedding inline form. ,6.5,115.1,"Night over eating, shower late",,,Good,Over Eating,,,,,,30,,
"March 8, 2022",7,8,⚪️⚪️⚪️🟣⚫️⚪️⚪️,1,0,0,1,0,0,Productive,1,Tuesday,5,6.25,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,1.25,1.5,"Python zipfile module, create, read and unzip folder and files. Create new class to process complex data manupulation.",6.5,115.4,N.a.,,,Good,None,,,,,,30,,
"March 7, 2022",6,8,⚪️⚪️⚪️🟣⚫️⚫️⚪️,1,0,1,1,0,0,Very Productive,2,Monday,4.25,5.75,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.75,Yes,1.5,3.25,Order of formdata matters. ,7.5,114.8,Night shouldn’t order upsized food.,,,Normal,Over Eating,,,,,,30,,
"March 6, 2022",6,8,⚪️⚪️⚪️⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Very Productive,2,Sunday,5.5,5.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.75,Yes,0,1.5,"Python create file, create directory, copy and move director operations. Hubspot HubL reminded",7,114.6,Didn’t take shower at 10 pm early,,,Normal,None,,,,,,80,,
"March 5, 2022",11,12,⚪️⚪️🟤🟣⚪️⚪️🔴,1,1,0,0,0,0,Very Productive,2,Saturday,6,7.5,,0.9166666667,No,1.5,1,"Python read and write text files, shelve module. Store variables with pprint.pformat()",7,115.2,N.a.,,,Normal,None,,,,,,19,,
"March 4, 2022",1,8,🔵⚪️⚪️⚪️⚫️⚫️🔴,0,1,1,1,0,1,Not Productive,-1,Friday,4,4,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.125,No,0,4,"Hubspot rich text editor can take inline javascript code. Basic data analytic concept - use Unique and Filter to find the data, and generate a table based on time. Always have the habit of asking questions,",8,115,Afternoon nap while not extremely sleepy. ,,,Normal,Nap without alarm clock,,,,,,80,,
"March 3, 2022",8,9,⚪️⚪️⚪️⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Very Productive,2,Thursday,6.5,6.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.8888888889,Yes,0,1,"Python path methods, get part of the path. Verify if a path is valid. Find file size and folder content from path. Absolute and relative path",7.5,115.4,N.a.,,,Good,None,,,,,,40,,
"March 2, 2022",6,9,🔵⚪️⚪️⚪️⚪️⚪️🔴,0,1,0,0,0,1,Productive,1,Wednesday,8,9,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.6666666667,No,1,12,"Python file system, path related functions. create new folder with Path or OS. Gcloud successfully deployed my first Post api",8,114.7,"Night didn’t work on Try It Out as planned, now behind the schedule.",,,Good,Bad Time Management At Night,,,,,,40,,
"March 1, 2022",6,7,⚪️⚪️⚪️⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Very Productive,2,Tuesday,6,6,Confidence (https://www.notion.so/Confidence-d5e5644e6d784045be523260c12b2a89?pvs=21),0.8571428571,Yes,0,12.5,"pyinputplus methods. default input, max min, validation with regex",6.5,115.4,N.a.,,,Normal,None,,,,,,32,,
"February 28, 2022",7,7,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Monday,5.5,7.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),1,Yes,2,1,python input validation. ,6.5,115,Night time wasted.,,,Good,Bad Time Management At Night,,,,,,0.1,,
"February 27, 2022",5,7,🔵🔵⚪️⚪️⚫️⚫️⚪️,0,0,1,1,1,1,Rest Day,0,Sunday,6,6,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7142857143,Yes,0,2.75,"Python regular expression. sup() function, using ‘\1’ to get the captured group value, re.VERBOSE  argument for multiple line regular expression.",8.75,115.2,N.A.,,,Good,None,,,,,,40,,
"February 26, 2022",9,11,🔵🔵🟤⚪️⚪️⚪️🔴,0,1,0,0,1,1,Productive,1,Saturday,8,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8181818182,No,0,1,Python basic regular expression. Practiced 2 projects with string formatting methods. ,9,114.8,"Bad night time management. I supposed to focus on either work or learning, but watched youtube for entertainment for long hours.",,,Good,"Bad Time Management At Night, Distraction",,,,,,340,,
"February 25, 2022",4,8,⚪️⚪️🟤🟣⚪️⚪️🔴,1,1,0,0,0,0,Not Productive,-1,Friday,6.5,9.5,Low Motivation (https://www.notion.so/Low-Motivation-aceb829af9b44da3b551569c27dde47a?pvs=21),0.5,No,3,1,"String methods - isX(), toupper / lower, partition, slipt and join. Some basic operation on google data studio",7.5,115,"Afternoon didn’t work at all, long hour nap, and night time no productive",,,Good,Bad Time Management OA,,,,,,54,,
"February 24, 2022",6,8,🔵🔵⚪️⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Productive,1,Thursday,6.5,6.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.75,Yes,0,2,"Python dictionary functions and nested dictionary. Talk less, unless 100% confident. ",8.5,115,Shouldn’t expose my idea too much to others,,,Normal,"Didn't follow the plan, Distraction",,,,,,45,,
"February 23, 2022",6,8,⚪️⚪️🟤🟣⚪️⚪️🔴,1,1,0,0,0,0,Productive,1,Wednesday,6.5,8,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.75,No,1.5,1,"Python dictionary operation, .values(), .keys(), .items() methods. I may never perform at my best again, that’s the fact.",7.5,114.5,Getting too frustrated because of the external matter.,,,Normal,Bad Emotion Management,,,,,,51,,
"February 22, 2022",6,7,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Tuesday,6.5,8.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.8571428571,Yes,2,12,Python list and turple difference. Python basic operations. ,6.5,114.5,N.a.,,,Good,None,,,,,,130,,
"February 21, 2022",7,7,⚪️⚪️🟤⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Productive,1,Monday,6,6,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,0,12.5,"Python listing functions. Everything that going to a server, need to test from top to bottom. Testing plan should be created while coding.",6.5,114.5,Night after dinner not being productive.,,,Good,Bad Time Management At Night,,,,,,50,,
"February 20, 2022",8,9,⚪️⚪️🟤⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Productive,1,Sunday,5,5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8888888889,Yes,0,2,Python editing global variable in the function. Python break and continue syntax. ,7,114.5,Night watched youtube after back from home. Shouldn’t waste my time on things that cannot change myself positively.,,,Good,None,,,,,,70,,
"February 19, 2022",8,11,🔵🔵🟤🟣⚪️⚪️🔴,1,1,0,0,1,1,Rest Day,0,Saturday,8.25,11.25,,0.7272727273,No,3,12,Python basics,8.25,114.5,Afternoon long nap without alarm clock.,,,Good,"Long Nap, Nap without alarm clock",,,,,,70,,
"February 18, 2022",6,7,⚪️⚪️🟤🟣⚪️⚪️🔴,1,1,0,0,0,0,Not Productive,-1,Friday,6.5,8.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8571428571,No,2,12.5,Very basic python starting code. pgsql data base and artifect process (crud).,7,114.5,Night after dinner didn’t be productive at all. Nap again.,,,Good,Bad Time Management At Night,,,,,,60,,
"February 17, 2022",6,8,🔵⚪️⚪️🟣⚫️⚫️⚪️,1,0,1,1,0,1,Rest Day,0,Thursday,4.5,6.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.75,Yes,2,3.25,Started new Python book,7.75,113.7,"Night after exercise, sleep for too long.  ",,,Good,Nap without alarm clock,,,,,,170,,
"February 16, 2022",6,7,⚪️⚪️⚪️🟣⚪️⚪️🔴,1,1,0,0,0,0,Productive,1,Wednesday,6,8,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.8571428571,No,2,1,"Regular expression, vue smart watcher, nuxt.js and sample pythong backend with flask",7,113.7,"Night long nap, didn’t set alarm clock. Sleep late",,,Good,"Long Nap, Nap without alarm clock, Sleep Late",,,,,,30,,
"February 15, 2022",8,8,⚪️⚪️⚪️⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Very Productive,2,Tuesday,5.5,6,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,0.5,12.5,Quasar deployment on Electron. Regular expression knowledge improved.,6,114.7,"Night nap (didn’t sleep well, but also not productive)",,,Normal,None,,,,,,0.1,,
"February 14, 2022",7,8,⚪️⚪️🟤⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Productive,1,Monday,4.5,4.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.875,Yes,0,12.5,"Vue directory and plugins coding. Better coding pattern, better way of getting dom element.",5,114.9,N.a.,,,Good,None,,,,,,110,,
"February 13, 2022",5,7,🔵⚪️⚪️⚪️⚪️⚪️🔴,0,1,0,0,0,1,Rest Day,0,Sunday,8.5,9,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7142857143,No,0.5,11.5,"Firebase deployment, dynamic loading routes and vuex modules with request.context webpack function.",8,114.9,"Afternoon time wasted, didn’t exercise.",,,Good,Bad Time Management At Night,,,,,,100,,
"February 12, 2022",8,9,🔵🔵🟤⚪️⚫️⚪️🔴,0,1,0,1,1,1,Productive,1,Saturday,7,7,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8888888889,No,0,2,Netlify deployment. ,9,114.8,"Night over eating, don’t want to work. Wake up late and didn’t jog.",,,Good,"No Exercise, Over Eating, Wake Up Late",,,,,,100,,
"February 11, 2022",8,8,⚪️⚪️🟤🟣⚫️⚪️⚪️,1,0,0,1,0,0,Productive,1,Friday,5,7,Tired (https://www.notion.so/Tired-d891dbb425b84125b71790d4d6a6bb71?pvs=21),1,Yes,2,2,"Vue transition mode attribute. If there are more than 1 available parameter, always assume both case.",7,114.9,Night time wasted. Didn’t do anything.,,,Good,Bad Time Management At Night,,,,,,40,,
"February 10, 2022",7,12,⚪️⚪️🟤🟣⚫️⚪️🔴,1,1,0,1,0,0,Productive,1,Thursday,5,7,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.5833333333,No,2,2,"Vuex modules, vue transition. Refreshed some google map functions",7,114.9,Skipped exercise,,,Good,No Exercise,,,,,,120,,
"February 9, 2022",8,8,⚪️⚪️🟤🟣⚫️⚪️⚪️,1,0,0,1,0,0,Very Productive,2,Wednesday,6,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2,1.5,Vuex useStore function for composition api. disable typescript checking functions.,7.5,114.9,Afternoon nap and didn’t work at all after dinner time. (Also because right after client meeting ...),,,Normal,"Long Nap, Nap without alarm clock",,,,,,450,,
"February 8, 2022",8,8,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Very Productive,2,Tuesday,6.5,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,1.5,12,Vue routing navigation guard and router authentication. ,6.5,114.5,Afternoon nap without alarm clock ,,,Good,Nap without alarm clock,,,,,,50,,
"February 7, 2022",7,9,⚪️⚪️🟤⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Productive,1,Monday,4.5,4.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7777777778,Yes,0,1.5,Creating template of communication and flow is always more important. ,6,114.5,Afternoon rushed to go out. Dinner eat too much.,,,Good,"Bad Time Management OA, Over Eating",,,,,,80,,
"February 6, 2022",7,7,🔵🔵⚪️⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Very Productive,2,Sunday,7.75,7.75,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),1,Yes,0,1.25,"Vue programmic navigation, scoped slots. Proper CURD process. CURD with firebase - firestore. ",9,114.9,N.A.,,,Good,None,,,,,,180,,
"February 5, 2022",9,9,🔵⚪️⚪️⚪️⚫️⚫️⚪️,0,0,1,1,0,1,Very Productive,2,Saturday,5.75,5.75,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),1,Yes,0,2.25,Google cloud data store function. Set up firebase for projects. Went to a new place.,8,114,Night sleep too late.,,,Good,Sleep Late,,,,,,240,,
"February 4, 2022",6,7,🔵🔵🟤⚪️⚫️⚪️🔴,0,1,0,1,1,1,Very Productive,2,Friday,6.5,6.5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.8571428571,No,0,2,Google app engine deployment. Use marideJs to set fake server. Framework concept to render html  dom and inject functions,8.5,114.5,Night sleet late. Didn’t exercise,,,Good,"No Exercise, Sleep Late",,,,,,60,,
"February 3, 2022",6,7,⚪️⚪️🟤🟣⚫️⚪️⚪️,1,0,0,1,0,0,Very Productive,2,Thursday,5.5,7,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),0.8571428571,Yes,1.5,1.75,Deploy Flask app on Google app engine. Vue lazy loading component. Vue mixins. Fetch apis. ,7.25,114,Didn’t exercise. Night over eating snacks. Night time wasted on netflex.,Night time wasted. Not productive enough.,Completed planned study,Normal,"Bad Time Management At Night, No Exercise",,,,,,64,,
"February 2, 2022",9,9,⚪️⚪️🟤⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Very Productive,2,Wednesday,6,7,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),1,Yes,1,12.5,Quasar boot files. Vue using ref to access children data. Vue provide and inject function.,6.5,114,Worked longer than expected at night.,Night over eating for dinner. Distracted by social media again.,"Completed housework, night code base work session.",Normal,Bad Time Management At Night,,,,,,40,,
"February 1, 2022",7,7,🔵🔵🟤⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Very Productive,2,Tuesday,7.75,7.75,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),1,Yes,0,1.25,It only takes 1 hour to complete both weekly and monthly review. Vue functional component.,9,114.5,Night over eating - snacks. Morning wake up late.,"Night time, after went back home, a bit wasted. Over eating.",Night completed both weekly and monthly review. Went to a new place today.,Normal,"Over Eating, Wake Up Late",,,,,,14,,
"January 31, 2022",7,8,⚪️⚪️🟤⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Productive,1,Monday,5,5,"Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21), Stressful (https://www.notion.so/Stressful-6d83305f924a41d49f568e30b14d8e71?pvs=21)",0.875,Yes,0,1.4,Start and stop are the 2 main things I should control in my life. ,6.4,114.5,N.a.,Night time didn’t plan out very well.,Morning exercise and completed all the routines.,Good,None,,,,,,150,,
"January 30, 2022",7,9,🔵🔵🟤⚪️⚫️⚫️⚪️,0,0,1,1,1,1,Productive,1,Sunday,7.75,7.75,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7777777778,Yes,0,2.25,Reviewed computed functions. Array functions. I have to learn viet and bigquery this holiday.,10,113.8,"Night eating a bit too much, still not proactive enough.","Night time not productive enough. Don’t want to end, don’t want to start.","Went to a new place, get recovered mentally and physically. Night work session.",Good,"Bad Time Management At Night, Over Eating",,,,,,250,,
"January 28, 2022",2,6,🔵⚪️🟤⚪️⚪️⚪️🔴,0,1,0,0,0,1,Rest Day,0,Friday,7,7,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.3333333333,No,0,1,N.a.,8,114,N.a.,,,Normal,None,,,,,,300,,
"January 27, 2022",6,17,🔵🔵🟤⚪️⚫️⚫️🔴,0,1,1,1,1,1,Rest Day,0,Thursday,7,7,"Excited (https://www.notion.so/Excited-efd2c09a44a14863b869cca39711a4d8?pvs=21), Tired (https://www.notion.so/Tired-d891dbb425b84125b71790d4d6a6bb71?pvs=21)",0.3529411765,No,0,2.5,"Some hardware knowledge. Use of typewriter. Never hard code anything. even it’s constant, make sure there is a mapping function. ",9.5,114.5,Night time a bit wasted. Didn’t do my daily review,"Night, supposed to be focus for at least a sort while, too tired to focus.",Went to office for a nice afternoon focus session.,Good,"Bad Time Management At Night, Missed Night Summary",,,,,,70,,
"January 26, 2022",7,17,🔵🔵⚪️⚪️⚫️⚫️⚪️,0,0,1,1,1,1,Very Productive,2,Wednesday,5.5,5.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.4117647059,Yes,0,3,Refreshed Vue methods and computed. Vuelidate plugin. Better understanding of figma component structure,8.5,113.8,Night after long walk time didn’t manage well.,Talked too much and too fast,"Skipped lunch, night long walk - exercised. Listen carefully when LC is talking",Good,Bad Time Management At Night,,,,,,50,,
"January 25, 2022",8,9,🔵🔵⚪️🟣⚫️⚪️🔴,1,1,0,1,1,1,Productive,1,Tuesday,7,9,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8888888889,No,2,2,Nested structure still required for navigation,9,113.8,Night time not productive enough.,N.a.,"Morning sleep longer. Afternoon nap, restored energy. Completed IHI UAT feedback",Normal,Bad Time Management At Night,,,,,,55,,
